,Viscosity,T,CaO,Al2O3,SiO2,CaF2,MgO,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35,result_36,result_37,result_38,result_39,result_40,result_41,result_42
56,31.7,1673,0.416,0.196,0.388,0.0,0.0,10.218571569992696,11.285288388417106,11.155414845088544,11.595880601927853,11.43295637996119,11.950692024555053,12.43970361809528,11.902927019390026,12.496493717951806,12.222729861247451,12.576379148603312,12.772511096684363,13.293354817662319,13.121708216706232,12.511166039990648,12.52313328769657,12.544071755609774,12.674475369295163,12.70124606307466,12.03882552638333,12.056194269262253,12.407408819351229,12.261243562639315,12.26090439489807,12.296447304345985,12.355573876513049,12.33820513363413,12.355573876513052,12.474691627528351,12.426150995500645,12.426150995500645,12.441685809852821,12.396665298346445,12.396665298346445,12.316233464678175,12.331768279030353,12.331768279030353,12.328041189894812,12.34357600424699,12.343877945493338,12.507476379600206,12.507476379600206,12.40493889200469
57,8.09,1723,0.432,0.089,0.403,0.0,0.075,10.218571569992696,11.721575310649726,11.324007350457519,11.87067309922859,11.691748877261928,11.960906804570861,12.501251121915494,11.9520631335522,12.349629643009699,12.023685680280106,12.41366203471965,12.58852280121418,12.518024259148337,12.20795502645527,12.381607724587557,12.391381969986298,12.35752160126085,12.323861733942195,12.098640229093874,12.159687848254627,12.161504902430249,12.55986689001077,12.383464757514023,12.25561287872613,12.092191039682755,12.136590067371422,12.134773013195801,12.136590067371422,12.217669391374365,12.185478390968319,12.185478390968319,12.187251247317487,12.157571390767801,12.157571390767801,12.153755363272928,12.155528219622097,12.22670212275106,12.157341470111612,12.15911432646078,12.159429993915197,12.257176797503384,12.257176797503384,12.227237978457275
58,1.6,1773,0.543,0.201,0.088,0.085,0.082,10.218571569992696,2.5595499437647042,8.264134576504917,6.100030655913114,5.810106433946451,5.937096653040341,6.245562229223635,5.946336403979759,6.314837721293783,5.9075366547797525,5.982466638951299,6.00631844843637,6.403512277206438,6.297192457068018,5.94751313415545,5.948328434125017,5.875310988092487,5.905002770215253,5.78171625767504,6.12755156585213,6.126580518231434,6.040404543526101,6.040992008826905,6.129656125390726,6.069954486460972,6.074828503682812,5.852943520658664,5.851972473037968,5.990637044559013,5.99064706458463,5.784081817107786,5.7831263804385085,5.783136361741588,5.800133207630529,5.722568556798544,5.721613120129266,5.848609021745351,5.823762503875318,5.82280706720604,5.822845546763014,5.770482966014806,5.774933736296554,5.849756281891304
59,4.92,1733,0.405,0.087,0.361,0.0,0.147,10.218571569992696,10.499971928398388,10.858248443334402,11.101254106786527,10.949329884819864,10.954206434628249,11.651805461518055,10.962470987572491,11.510095580343883,10.817317548433667,11.427833535609558,11.574770904186657,11.501705149949586,11.258933179398646,11.339419532297967,11.347282372631128,11.30382067402639,11.25214132607243,11.06861446907661,10.57510093554121,10.647374246750555,10.852129276717864,10.759205867978213,10.710895554151733,10.508036748963962,10.620344044473079,10.548070733263735,10.620344044473079,10.69967316005091,10.680893783651836,10.680893783651836,10.73482580112755,10.717231208574514,10.717231208574514,10.653771821045142,10.707703838520857,10.769348871569619,10.664128420218313,10.718060437694028,10.71833809750586,10.833862569818166,10.833862569818166,10.821045447899584
60,3.3,1923,0.394,0.361,0.245,0.0,0.0,10.218571569992696,7.12601972979946,9.669001207197637,8.976192127660827,8.835267905694165,8.288292601560467,7.830386509095401,8.529829435049344,7.982766024638666,8.10752554934275,6.898653010951644,6.858834801953918,7.735409971372935,7.802212805433783,6.7893762951537795,6.7818694419570384,6.871159287593301,6.916736418502474,7.07384891168356,5.97343510476047,6.061005486230504,5.857571012440621,5.8662503721910095,6.186218729343857,6.3232050454487485,6.439891143024507,6.3523207615544734,6.439891143024507,6.608285595977471,6.6212784731229215,6.6212784731229215,6.683994563016035,6.696603276173352,6.696603276173352,6.746116043018229,6.808832132911341,6.808832132911341,6.705916320498785,6.7686324103918984,6.768812102240998,6.39421577760023,6.39421577760023,6.509354501195173
61,0.78,1813,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,7.289815898129825,5.760381946172045,6.200401928743466,5.829623586636092,6.453511450261546,5.740786712472838,5.7507303544028945,6.173498883610105,6.092350231775996,5.711878426655702,5.711429316019995,5.683496593588334,5.671210074948298,5.565888186833165,5.895696675473021,5.894663245933476,5.809591751870451,5.810159280064017,5.897859315610433,5.86976454678702,5.874404811882979,5.635490147433476,5.634456717893931,5.756051265175911,5.756330129513848,5.559002958432627,5.557986841715072,5.558264652685025,5.575979901631666,5.543877613959827,5.542861497242272,5.59227004131286,5.630352942984075,5.62933682626652,5.629374334404441,5.521051791940196,5.525643561753081,5.64097387407769
62,1.1,1823,0.53,0.178,0.129,0.083,0.08,10.218571569992696,3.7520675312005323,8.610006009042847,6.851130148535129,6.574205926568466,6.464177387069846,6.415594422379932,6.631715259585959,6.448761003278598,6.504223423358505,6.264119161049681,6.273916696286005,6.634717316465815,6.537769621267229,6.18904781594512,6.187926624219239,6.103641117934368,6.131930866004783,6.00581075236705,6.136859564425514,6.136883251304826,6.008825984560907,6.010967445699638,6.142050677926723,6.158575681052434,6.171311221857478,5.854308816516008,5.85433250339532,5.7491471824165705,5.750249589088031,5.454997810246047,5.455021464890358,5.4561147370253735,5.479830646929159,5.3962346340697875,5.396258288714099,5.612583532062132,5.52790529572901,5.5279289503733215,5.527983892769877,5.297320871542059,5.303177422514674,5.43661431525748
63,5.15,1773,0.385,0.106,0.36,0.0,0.149,10.218571569992696,10.47088613358288,10.847395622206033,11.082934606966479,10.951010384999815,10.920000604093705,11.228466180277,10.93104832878477,11.027457383238158,10.772322082057471,10.60199090451409,10.699566488771199,10.484697732073851,10.278498797476688,10.529455745367567,10.532791063424883,10.41922017053756,10.364333259532604,10.174029647610308,9.766076249647217,9.838088658802711,10.042562934578758,9.950039948025092,9.859454236556566,9.709459821260646,9.821436429144146,9.749424019988655,9.82143642914415,9.78147303648898,9.78215487545511,9.78215487545511,9.835931014881364,9.83657006729392,9.83657006729392,9.715860484028637,9.769636623454893,9.832435033325915,9.714616026163343,9.7683921655896,9.768668936655825,9.726198524481909,9.726198524481909,9.786593324770944
64,1.81,1773,0.578,0.145,0.098,0.033,0.146,10.218571569992696,2.8504078919197844,8.347190509804841,6.283225654113606,5.958301432146943,6.120291651240833,6.428757227424127,6.1295978718034725,6.488255576979046,6.086389060194374,6.152302089891107,6.17886433227221,6.553555860105976,6.423015082838023,6.104643533853552,6.105551481546932,6.053345617406885,6.056753691391846,5.9012055206066565,6.232354591217009,6.232007710566576,6.134699800703872,6.135545220589222,6.234884063192936,6.178958130254433,6.186163160201551,6.080774001189333,6.0804271205389,6.18042389895969,6.180437736492138,5.891543114677822,5.891199051360382,5.891212822604246,5.902618176208067,5.852520059814106,5.8521759964966655,5.996114185016902,5.950645558091519,5.950301494774079,5.950347108111974,6.045546152118959,6.04713109409733,6.111280579289596
65,2.44,1823,0.431,0.087,0.336,0.0,0.147,10.218571569992696,9.772827058010689,10.590157334050257,10.643266611285298,10.465342389318636,10.256313849820017,10.207730885130104,10.319331638641465,10.061333886404508,9.987259879165304,9.114307761873869,9.139826923419644,9.124475717523861,8.950781146855771,9.037732824782854,9.034812511450328,8.970731755910546,8.89980836233974,8.711236173168192,8.112334773025122,8.238872563541818,8.289042316968555,8.23705468072748,8.263177174935223,8.231947672252236,8.39664749536032,8.270109704843623,8.39664749536032,8.26849552199571,8.28788205111428,8.28788205111428,8.370180750848476,8.388503177267644,8.388503177267644,8.264858156105145,8.347156855839339,8.376407144174777,8.246321554240074,8.328620253974268,8.328875923039234,8.115377790474227,8.115377790474227,8.239883579742296
66,30.5,1791,0.35,0.1,0.55,0.0,0.0,10.218571569992696,15.997187148529402,13.117208791781676,14.563639572775813,14.466715350809151,13.859099274659762,14.500526513695082,13.732762008837518,14.12085032781395,12.7623684080185,13.194031701531813,13.304576659879908,12.683925433140264,12.475261202326854,13.560350580473614,13.56190005246157,13.415143945674306,13.326488040464579,13.170489672006635,13.56918147906946,13.569181364290642,13.045212290366766,13.780198096675441,13.624767954083964,13.411921169392485,13.457562277779061,13.457562392557882,13.457562277779065,13.229324221631671,13.262969376517608,13.262969376517608,13.262969261743265,13.291889160034616,13.291889160034616,13.18393899770609,13.183938882931747,13.183938882931747,13.208421515434589,13.208421400660246,13.208880340360988,13.216206859304485,13.216206859304485,13.308613537815964
67,41.0,1723,0.35,0.16,0.49,0.0,0.0,10.218571569992696,14.25203945959892,12.353322019719476,13.464469583572864,13.367545361606203,13.554703288915135,14.095047606259769,13.596736099404897,13.865339006882344,13.683820585500865,14.124679455740402,14.337289320708939,14.123076143755858,13.927572454252154,14.274990855375297,14.286875173602056,14.117674189303589,14.217345990865834,14.142740642659959,15.272099014544835,15.114895855591538,15.190537606454502,15.274822550927624,15.241887328057782,15.131023336211221,15.019308020005777,15.176511178959075,15.019308020005777,15.082641725350458,15.025002287875953,15.025002287875953,14.929676995446357,14.87856023856103,14.87856023856103,14.830706917209707,14.73538162478011,14.73538162478011,14.808828433212812,14.713503140783216,14.713901703211937,14.656306767493096,14.656306767493096,14.637480286357436
68,1.19,1773,0.57,0.179,0.087,0.084,0.081,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.764786934126402,5.918777153220292,6.227242729403585,5.928010257197387,6.297494770410099,5.8896514142382905,5.965483093857317,5.989063860052786,6.388507918916485,6.275042954744423,5.93181560581961,5.9326216410167945,5.870766256474246,5.889846292517821,5.7556741977921,6.116955143534565,6.115899294234774,6.0308667720363776,6.031431988839654,6.1189979296336166,6.058930734618753,6.063548579954465,5.846382533405189,5.845326684105399,5.988452223912658,5.9884619062982365,5.783145974966781,5.782108067108864,5.782117712920691,5.798843909282891,5.732586548779909,5.731548640921992,5.858453813347138,5.825158303831866,5.824120395973949,5.82415818209267,5.80507186748483,5.809417694770062,5.880909454180575
69,19.4,1673,0.443,0.091,0.465,0.0,0.0,10.218571569992696,13.524894589211222,12.048317412310269,13.006482088071639,12.816557866104976,13.36129351069884,13.850305104239066,13.405080235843478,13.870993845320038,13.788349105595287,14.181564109428104,14.416619150298438,14.922703805775281,14.68005913921267,14.259807268865544,14.274149460059498,14.358148664463467,14.465975406352555,14.47398352580942,15.045659354880094,14.967234948953585,15.239529975114696,15.11913618875995,15.223020020188162,15.307364531544767,15.273919386893784,15.352343792820292,15.273919386893784,15.375885103519362,15.292604810410502,15.292604810410502,15.235057997605864,15.16031415603199,15.16031415603199,15.27424710150455,15.216700288699911,15.216700288699911,15.247860832948504,15.190314020143866,15.190688193536566,15.245712155710732,15.245712155710732,15.137160699596974
70,1.61,1773,0.612,0.191,0.076,0.042,0.08,10.218571569992696,2.2105204059786083,8.165557606328719,5.880196658072524,5.521272436105862,5.717262655199751,6.025728231383045,5.726422642591302,6.106707854286971,5.692913768282207,5.778664097823529,5.7992633878333635,6.223459977726994,6.11344662615744,5.759216158995475,5.759920281696464,5.701401800676658,5.723233126504517,5.589818811956846,5.998883224528331,5.996595380363394,5.9244774185401194,5.924835866245282,5.999982050185631,5.936102692082848,5.9375994264025085,5.836249217313474,5.8339613731485365,6.032045824761402,6.032052279881512,5.81213444693082,5.809911376767675,5.809917813272287,5.820285406799523,5.763062439394171,5.760839369231027,5.90552757819281,5.833015307277015,5.8307922371138705,5.83082753720449,5.841033869360343,5.84272758812411,5.914640148924371
71,1.02,1823,0.599,0.15,0.153,0.023,0.076,10.218571569992696,4.4501266067727245,8.819145792042658,7.290798144216308,6.944873922249645,6.903845382751026,6.855262418061112,7.059264984693844,6.866575524664086,6.908053737075235,6.594575810420602,6.6061961429101945,6.923384957168198,6.787384695444832,6.497881618769631,6.4965518332342835,6.417228359186179,6.429898117204907,6.242620012671137,6.294086153668655,6.295493919382019,6.147261482983847,6.1509830392750935,6.301382585367852,6.334972272569505,6.352895817725879,6.234770361920523,6.236178127633888,6.047368606576752,6.049207260624186,5.584052495909333,5.585431328675107,5.587248587574299,5.601487040505654,5.532127782699015,5.5335066154647885,5.929094341697326,5.648275908263012,5.649654741028786,5.649725832862893,5.602828857817915,5.604320535192126,5.733107831137236
72,3.0,1773,0.485,0.089,0.352,0.0,0.075,10.218571569992696,10.238199775058817,10.7609626500922,10.936378608406084,10.704454386439423,10.773444605533312,11.081910181716605,10.7844391545258,10.888890754361865,10.629240157725775,10.466122543762241,10.561529781702527,10.364662865754221,10.015960688181536,10.383940493105142,10.387201692983407,10.307495399444061,10.221710384018852,9.846123750556103,9.55241956470642,9.644983538181625,9.794924964746093,9.71760069870993,9.665097313493293,9.499822274049041,9.631776884097658,9.539212910622455,9.63177688409766,9.600195944028542,9.6008335113208,9.6008335113208,9.666273177264213,9.666872440930485,9.666872440930485,9.567658964511015,9.633098630454423,9.655818627143447,9.566737445609775,9.632177111553183,9.632446799946905,9.607722503748388,9.607722503748388,9.66460203829491
73,1.11,1773,0.581,0.179,0.076,0.083,0.081,10.218571569992696,2.2105204059786083,8.165557606328719,5.880196658072524,5.552272436105862,5.717262655199751,6.025728231383045,5.726422642591302,6.106707854286971,5.692913768282207,5.778664097823529,5.7992633878333635,6.223459977726994,6.12143561998077,5.759216158995475,5.759920281696464,5.706304962299278,5.723233126504517,5.602035825660451,5.998883224528331,5.996595380363394,5.9244774185401194,5.924835866245282,5.999982050185631,5.936102692082848,5.9375994264025085,5.74997246237631,5.747684618211372,5.943539707914516,5.943546163034625,5.760369948205636,5.758146878042491,5.758153314547103,5.7729440269572,5.716189886768385,5.7139668166052395,5.820951623843597,5.795652172913268,5.793429102750124,5.793462597752272,5.770692420020513,5.774493694450961,5.846597639207521
74,33.1,1623,0.443,0.091,0.465,0.0,0.0,10.218571569992696,13.524894589211222,12.048317412310269,13.006482088071639,12.816557866104976,13.618742820635694,13.70250865929155,13.678461992119594,14.00250370097042,14.354258650725694,13.801369134759085,14.013349633517523,15.36861128901187,15.353378431379602,13.887665048569097,13.899883484430628,14.122060008675927,14.390371811367814,14.772261282561566,14.648494707626732,14.577187623268205,14.858715717598628,14.72813433712788,14.988559040948633,15.616111076857425,15.589783253774424,15.66109033813295,15.589783253774424,15.471563513729643,15.384233980856072,15.384233980856072,15.330880303487625,15.252502279994234,15.252502279994234,15.394879032093206,15.341525354724759,15.341525354724759,15.366856781228021,15.313503103859574,15.313877277252276,15.382301016638433,15.382301016638433,15.232229657035946
75,0.56,1843,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,6.775065288869065,5.431702091776424,6.098133645365995,5.5123939833980975,6.241812621064771,5.582595712994421,5.582938531340828,6.057587026398799,6.0101924603168895,5.5570380060844915,5.5557052462659495,5.535523504448523,5.53017524458591,5.464095045514517,5.739883248985978,5.738866125358361,5.653766238427681,5.654335469141396,5.7485829229651255,5.7468934104877585,5.751549981495644,5.512619011134214,5.511601887506597,5.625603252194747,5.626045408014091,5.4287182369328715,5.427717974540139,5.4281584601825505,5.4458737091291916,5.417401680953428,5.416401418560695,5.465762678799443,5.497326187863705,5.496325925470973,5.496363433608893,5.287071960000859,5.291510202681126,5.432434836201809
76,1.14,1873,0.46,0.147,0.22,0.024,0.149,10.218571569992696,6.398874859411761,9.430272716793768,8.5182046321596,8.311280410192937,7.952078595335866,7.6017485389603525,8.162825083525577,7.633123081387473,7.849076728104093,6.93179151528892,6.912977296591681,7.390306062713321,7.368748651392437,6.815104734529377,6.80992310917123,6.763456932690989,6.802632204967962,6.78947895440329,6.15574910105824,6.20249705435833,6.007569414906426,6.016644986737474,6.252726245472012,6.377741241395519,6.450513832953001,6.2276363531024685,6.27438430640256,5.756799504597157,5.765690197156878,5.098656932425255,5.136261722781887,5.144939839894641,5.165854635659133,5.068343304360019,5.105948094716651,5.710237879709272,5.327449339216921,5.365054129573553,5.36516077048851,5.2312251131101855,5.23351224414595,5.386334992700113
77,21.4,1673,0.153,0.084,0.477,0.0,0.285,10.218571569992696,13.873924126997316,12.193768180461872,13.226316085912227,13.326391863945563,13.581127508539428,14.070139102079654,13.639182035810247,14.084734392683329,14.032341715104042,14.431722804621577,14.6728437820305,15.176628323403275,15.353724711940515,14.537875903536609,14.552588215793634,14.642278691635596,14.751071233288794,15.023256998911705,15.454619426916107,15.331500469352864,15.535695098897477,15.489892814739079,15.595593169852553,15.714684872360596,15.636822049499948,15.75994100706319,15.636822049499948,15.738765093494145,15.648920296541474,15.648920296541474,15.568195465108058,15.488014896314203,15.488014896314203,15.636880624178017,15.556155792744601,15.586003987917817,15.602851587977803,15.522126756544386,15.522512579883513,15.554931850787822,15.554931850787822,15.447372414206871
78,11.5,1773,0.394,0.361,0.245,0.0,0.0,10.218571569992696,7.12601972979946,9.669001207197637,8.976192127660827,8.835267905694165,8.813258124788055,9.121723700971348,8.823541448812064,9.035651316055485,8.715519419789318,8.648883218706292,8.715288824659048,8.759196528729174,8.609025638710293,8.502535592198004,8.504805461431454,8.087735076763549,8.383122827230732,8.236050588055818,7.701299615720543,7.7843189363433725,7.580093455741295,7.58911474496368,7.79182165909627,7.677447432822153,7.789582469550708,7.706563148927878,7.789582469550708,7.899467796264146,7.899683463270288,7.899683463270288,7.9598572233139535,7.960066513634142,7.960066513634142,7.525332259527064,7.58550601957073,7.58550601957073,7.511674044156191,7.571847804199856,7.572027496048956,7.212783740821749,7.212783740821749,7.30624228562476
79,66.6,1714,0.35,0.1,0.55,0.0,0.0,10.218571569992696,15.997187148529402,13.117208791781676,14.563639572775813,14.466715350809151,14.558468102825836,15.256733087117262,14.611164998057568,15.0084993921336,14.580692508506893,15.494904284880946,15.745092281290798,15.547194477249466,15.337641226531602,15.812489322002694,15.826891384749842,15.794238811070297,15.805800512528553,15.760788394756293,15.915373567561534,15.915192155764846,15.380287161020814,16.11042583959076,16.09298227245745,15.752057780059282,15.797517591427987,15.797699003224679,15.79751759142799,15.896965740875858,15.802798575215933,15.802798575215933,15.802618121020782,15.721676158871922,15.721676158871922,15.739260004963329,15.739079550768178,15.739079550768178,15.680380538218511,15.68020008402336,15.680659023724102,15.584926041735596,15.584926041735596,15.543669872666362
80,0.7,1873,0.202,0.398,0.0,0.4,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.538990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.457073091891826
81,42.3,1723,0.342,0.125,0.532,0.0,0.0,10.218571569992696,15.473642841850259,12.88321132859567,14.23388857601493,14.144964354048266,14.3241222813572,14.864466598701835,14.39071615188551,14.595938117504941,14.485265022503988,14.950687865888353,15.181521433568479,14.897928777704317,14.705856445578396,15.217040853231897,15.229943827306663,15.122650831559273,15.161198011985292,15.104836207338021,15.777879185351306,15.748937145583461,15.280396415241395,15.863264887600337,15.893556613053335,15.589646253718694,15.606457120431745,15.63539916019959,15.606457120431749,15.674752672166944,15.601143195118475,15.601143195118475,15.576415468510243,15.512523816238557,15.512523816238557,15.475604287815282,15.45087656120705,15.45087656120705,15.435362619227158,15.410634892618926,15.411075447571832,15.330305194305787,15.330305194305787,15.308048066354274
82,15.0,1673,0.312,0.057,0.486,0.0,0.145,10.218571569992696,14.135696280336889,12.304007426579652,13.391191584292667,13.332267362326006,13.746003006919869,14.235014600460094,13.814758385785325,14.244958634993367,14.215336172235606,14.619341826016681,14.865012255829546,15.36707171162427,15.303770577259984,14.747404106834907,14.762394009889235,14.86378022865421,14.965930965561846,15.123067047781351,15.725121993076822,15.576628126980584,15.709963974284193,15.738043573093403,15.847012684204977,15.98355150613354,15.880481739624223,16.028975605720465,15.880481739624226,15.98287991903122,15.887894203727752,15.887894203727752,15.796077642579874,15.71167607205561,15.71167607205561,15.90108180530777,15.809265244159892,15.816684312642401,15.860682226142895,15.768865664995017,15.769260294625743,15.79134604054011,15.79134604054011,15.681739547649736
83,4.6,1733,0.414,0.087,0.352,0.0,0.147,10.218571569992696,10.238199775058817,10.7609626500922,10.936378608406084,10.775454386439423,10.789330936247808,11.486929963137612,10.79720916069168,11.353416861874717,10.6556745053541,11.254816167785854,11.398090277866569,11.341685239643958,11.090587636604393,11.15592911981782,11.163595933660678,11.120801209554866,11.069952190242795,10.874341497358753,10.316195499827163,10.41146382501795,10.554896536289762,10.47902766738657,10.47252686440859,10.253918978546409,10.388577940310606,10.29330961511982,10.388577940310608,10.474315854404434,10.456900715740232,10.456900715740232,10.523787352308952,10.50741847647219,10.50741847647219,10.430426382160254,10.497313018728974,10.544176134129913,10.4420850085801,10.50897164514882,10.509241333542542,10.63260175687688,10.63260175687688,10.619532439538183
84,7.2,1723,0.441,0.121,0.36,0.0,0.077,10.218571569992696,10.47088613358288,10.847395622206033,11.082934606966479,10.895010384999814,11.173168312308746,11.713512629653383,11.139178794107762,11.599183852636662,11.203159232872146,11.567986757663412,11.724189923762747,11.724722752963011,11.433768186183034,11.474991235154361,11.48372257099443,11.407799278132847,11.41902693237629,11.198774468775651,10.699009276461464,10.77457396532381,10.970950955026431,10.880381313901221,10.854260848895237,10.6560537788388,10.771582666429158,10.696017977566811,10.771582666429158,10.875221751628455,10.852237015501345,10.852237015501345,10.908117508617273,10.886575103733371,10.886575103733371,10.771638043401651,10.82751853651758,10.8563686424729,10.784000826568846,10.839881319684775,10.840158090751,10.956990610892582,10.956990610892582,10.93007742254882
85,4.7,1873,0.394,0.361,0.245,0.0,0.0,10.218571569992696,7.12601972979946,9.669001207197637,8.976192127660827,8.835267905694165,8.410066090837095,8.05973603446158,8.597960264934043,8.079752463032335,8.248558687305572,7.2095047930852765,7.1885525949906235,7.652485303056822,7.632193489977023,7.093644052735328,7.087873606313757,6.913337979187698,7.080934729296625,7.091268447199103,6.28243364097558,6.368522832132687,6.164822684105647,6.173616213657661,6.42564042490034,6.532116979727319,6.6473218869901505,6.561232695833044,6.6473218869901505,6.683815171486513,6.696087114701454,6.696087114701454,6.757982163962161,6.769891259241668,6.769891259241668,6.606506875115954,6.668401924376661,6.668401924376661,6.56137687859162,6.623271927852327,6.623451619701427,6.07547289198137,6.07547289198137,6.234169679399625
86,19.0,1773,0.366,0.235,0.399,0.0,0.0,10.218571569992696,11.605232131387693,11.278801792445773,11.797395099948394,11.684470877981731,11.634461097075622,11.942926673258915,11.645768053297255,11.70302999365677,11.469846463174498,11.264349163179341,11.372495435730972,11.069867705382048,10.875919231435853,11.24848406220551,11.252180706385701,10.852394899665093,11.069868677877029,10.903297624939817,10.986696132685237,10.98967608496747,11.382208001937485,11.211293130806155,11.017751637783263,10.906668329546795,10.952019803372679,10.949039851090447,10.95201980337268,10.875656391171947,10.876583327715668,10.876583327715668,10.879462894284817,10.880318895311055,10.880318895311055,10.534094687931072,10.53697425450022,10.53697425450022,10.532556288104594,10.535435854673743,10.535747845361474,10.36824675705499,10.36824675705499,10.447956887788212
87,23.3,1623,0.26,0.086,0.437,0.0,0.217,10.218571569992696,12.710492334376998,11.715643691259407,12.493536093110261,12.486611871143598,13.105796825674316,13.189562664330172,13.115762761711682,13.486672481696266,13.75086628818666,13.240558973481264,13.439775055110161,14.749270404803271,14.748316832852096,13.267052959544117,13.278535661633338,13.480251662724775,13.735870371766048,14.004946398156935,13.57810323222768,13.573111637486853,13.951101063638149,13.7496806133435,13.956093467307298,14.504641862763297,14.543747798179915,14.54873939292074,14.543747798179915,14.44162857538671,14.369052199060686,14.369052199060686,14.364296344583881,14.29833080428141,14.29833080428141,14.376641382112293,14.371885527635488,14.538346767006523,14.365665924274664,14.360910069797859,14.361257469930186,14.489853081044625,14.489853081044625,14.339752771031876
88,2.3,1873,0.646,0.355,0.0,0.0,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.094990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.456595898205437
89,21.5,1673,0.453,0.125,0.423,0.0,0.0,10.218571569992696,12.303291206959885,11.552767473409592,12.237063095629573,12.03713887366291,12.591874518256773,13.080886111797,12.585723935959777,13.12191598882659,12.93437497231465,13.306008676250944,13.519832939236215,14.033967994077301,13.800861627649562,13.298334774258542,13.311381541731752,13.372092255506018,13.48064461376525,13.472769858818417,13.391650755973778,13.391515384316229,13.792132721531853,13.592484509368166,13.61896062807072,13.654246246317559,13.69764353355578,13.69777890521333,13.69764353355578,13.805331208727855,13.742523241277837,13.742523241277837,13.742388457738892,13.684956612946776,13.684956612946776,13.694958947129392,13.694824163590447,13.694824163590447,13.691856293976908,13.691721510437963,13.692055740396103,13.820016791655053,13.820016791655053,13.713025398366606
90,2.61,1823,0.423,0.087,0.343,0.0,0.147,10.218571569992696,9.976427621719246,10.664548500708229,10.771503110025643,10.601578888058981,10.38455034856036,10.335967383870447,10.44403364179793,10.183892030415542,10.105043720666018,9.21069095127372,9.236741762018365,9.208670446062056,9.038638062139407,9.14181581156603,9.13883465837241,9.073725679811767,9.001666715490565,8.820923538298771,8.256077334855593,8.36743336595707,8.463783346970501,8.400571285132106,8.392893116089716,8.376087053912709,8.52615599873106,8.414799967629586,8.526155998731063,8.387730532145579,8.408349235551126,8.408349235551126,8.483456933058626,8.502897633539359,8.502897633539359,8.384864431982617,8.459972129490117,8.497578118569042,8.367491528168712,8.442599225676211,8.442861004190348,8.237300018629831,8.237300018629831,8.361999544435903
91,2.09,1793,0.591,0.107,0.091,0.062,0.15,10.218571569992696,2.6468073282112283,8.288964206056539,6.154989155373261,5.8170649334065985,7.068494824274719,6.068328440253237,6.225009666510448,6.131661374578185,6.4242482759429365,5.916526935906174,5.934097644105238,6.329301841075264,6.217896581065924,5.880205241090141,5.8803953901885375,5.849567347144399,5.83407179356693,5.693060279569384,6.0440887231098825,6.0433561161001625,5.953764824511284,5.954424130954755,6.045062936115476,6.001766170317831,6.007392097311776,5.833121056605004,5.832388449595284,5.936414230947008,5.936584474175466,5.701962309878302,5.701239475255881,5.701409015049229,5.716287796296542,5.68500147109219,5.684278636469768,5.771097280250569,5.7702148619424625,5.769492027320042,5.769532215530829,5.77803129495138,5.781094700978145,5.870553436696829
